anonid;took_fall;took_year;tookanother;numeconclass;econmajor;Major;Major_STEM;Major_Business;Major_Finance;Major_Marketing;Major_SocSc;Major_Arts;Major_Comm;Major_Hum;female;greek;econ_hs;varsity;class_fe;class_fe2;yr_2016;treatment_class;treat2016;female_prof;instate;freshman;american;ACumGPA;gradePrinciples;small_class;grade3301;fem2016;femtreat16;female_treat;Testscore3301;top;surveyed;ecojobs_a;ecojobs_b;ecojobs_c;ecojobs_d;ecojobs_e;ecojobs_f;ecojobs_g;ecojobs_h;major_current_a;major_current_b;survey_econmajor
118;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;1;;;;9;9;0;0;0;1;0;1;1;3.878;4;1;;0;0;0;;1;0;;;;;;;;;;;
119;0;0;0;0;0;Political Science - BA;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;3.937;4;0;;0;0;0;;1;1;Businessman;Analyst;Stock Broker;Financial advisor;Banker;Professor;Regulator;Civil Service;Political Science;French;0
120;0;0;0;0;0;Computer Science - BS;1;0;0;0;0;0;0;0;0;0;1;0;4;4;0;1;0;1;1;1;1;3.571;3.6700001;1;;0;0;0;;0;1;Economist;Banker;Economics teacher;Analyst;Government jobs;;;;Finance;Computer science;0
121;0;0;0;0;0;Creative Computing - BA;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;1;1;3.175;3;0;;0;0;1;;0;1;Financial Advisor;Economist;Wallstreet Analyst;;;;;;EMIS;;0
122;0;0;0;0;0;Political Science - BA;0;0;0;0;1;0;0;0;0;;;;2;2;0;1;0;1;0;1;1;3.793;4;0;;0;0;0;;1;0;;;;;;;;;;;
123;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;8;8;0;0;0;0;0;1;1;3.665;3.6700001;1;;0;0;0;;0;0;;;;;;;;;;;
124;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;1;1;0;7;7;0;0;0;0;0;1;1;3.678;4;1;;0;0;0;;0;1;Professor;Consultant;Journalist;Economist;Academic researcher;CEO;Politician;;Accounting;;0
125;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;1;;;;6;6;0;0;0;1;0;1;1;3.841;3.3299999;0;;0;0;0;;1;0;;;;;;;;;;;
126;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;1;0;1;0;3;3;0;1;0;0;1;1;1;3.287;2.3299999;0;;0;0;1;;0;1;Management;Advisor;;;;;;;Math;;0
127;0;0;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;1;0;6;6;0;0;0;1;1;1;1;3.117;2.6700001;0;2;0;0;0;;0;1;Anything in the business world;Working for the Fed;Political advisors;;;;;;Finance;;0
128;0;0;0;0;0;Psychology - BA;0;0;0;0;1;0;0;0;1;;;;1;1;0;1;0;0;0;1;1;3.6;3.6700001;0;;0;0;1;;0;0;;;;;;;;;;;
129;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;5;5;1;0;0;0;1;1;1;3.747;4;0;;1;0;0;;1;1;Economist;;;;;;;;Dance;Finance;0
130;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;0;0;1;0;6;6;0;0;0;1;1;1;1;3.442;3;0;;0;0;0;;0;1;Economic forecaster;Financial advisor;Overseas analyst;International mediator;Secretary of state;Stock broker;;;Management ;;0
131;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;0;;;;5;5;0;0;0;0;0;1;1;3.051;1.67;0;;0;0;0;;0;0;;;;;;;;;;;
132;0;0;0;0;0;Biological Sciences - BS;1;0;0;0;0;0;0;0;0;;;;9;9;1;0;0;1;0;0;1;3.704;4;0;;0;0;0;;1;0;;;;;;;;;;;
133;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;8;8;0;0;0;0;1;1;1;4;4;1;;0;0;0;;1;1;Banking jobs;Consulting;Economist;;;;;;Finance;;0
134;0;0;1;1;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;;;;2;2;0;1;0;1;0;1;1;3.488;2.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
135;0;0;0;0;0;Biochemistry - BS;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;0;1;3.584;3.6700001;0;;0;0;0;;0;1;;;;;;;;;Biochemistry;Math minor;0
136;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;0;0;1;0;2;2;0;1;0;1;1;1;1;3.77;3;0;;0;0;0;;1;1;Banker;Analyst;Consultant;Finance;;;;;Marketing;Creative Computing;0
137;0;0;0;0;0;French - BA;0;0;0;0;0;0;0;1;1;1;1;0;6;6;0;0;0;1;1;1;1;3.85;3.6700001;0;;0;0;0;;1;1;Consulting economist;Corporate firm economist;Research field of economics;Economic evaluation, government;Economics professor;;;;Finance;;0
138;1;1;1;6;1;Economics - BA;0;0;0;0;0;0;0;0;0;0;1;0;6;6;0;0;0;1;1;1;1;3.77;3.6700001;0;3.3299999;0;0;0;.7;1;1;Investment banking;Economist;Lawyer;;;;;;Finance;Economics;1
139;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;6;6;0;0;0;1;1;1;1;4;4;0;;0;0;0;;1;1;Politics;Investment;Professor;Consulting;Business;;;;Finance;;0
140;0;0;0;0;0;Mechanical Engineering - BSME;1;0;0;0;0;0;0;0;0;1;0;0;9;9;1;0;0;1;1;0;1;3.598;4;0;;0;0;0;;0;1;Economist;;;;;;;;Mechanical Engineering;;0
141;0;0;0;0;0;Advertising - BA;0;0;0;0;0;0;1;0;0;1;0;0;7;7;0;0;0;0;1;1;1;2.777;2;1;;0;0;0;;0;1;Market research;Economic Consulting;Financial analysis;Management consulting;;;;;Advertising;;0
142;0;0;0;0;0;Film & Media Arts - BA;0;0;0;0;0;1;0;0;1;1;1;0;2;2;0;1;0;1;1;1;1;3.386;3;0;;0;0;1;;0;1;;;;;;;;;Marketing;Theater;0
143;1;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;1;1;1;3.659;3.6700001;0;3;0;0;0;;0;1;;;;;;;;;Finance;;0
144;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;1;1;1;3.512;3.6700001;0;;0;0;0;;0;1;Investment banker;Teaching;Advertising;Marketing;Pre-Law;;;;Finance;Economics;1
145;1;1;1;10;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;1;1;1;0;8;8;1;0;0;0;1;1;1;3.615;3.3299999;1;3;1;0;0;.6;0;1;Anything business related;;;;;;;;;Accounting;0
146;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;0;1;0;6;6;0;0;0;1;1;1;1;3.493;3;0;;0;0;0;;0;1;Economist;Government job;;;;;;;International business;;0
147;0;0;0;0;0;Biochemistry - BS;1;0;0;0;0;0;0;0;0;;;;5;5;0;0;0;0;0;1;1;3.546;3;0;;0;0;0;;0;0;;;;;;;;;;;
148;0;0;0;0;0;Undecided DCI;0;0;0;0;0;1;0;1;0;;;;1;1;1;1;1;0;0;0;1;1.925;0;0;;0;0;0;;0;0;;;;;;;;;;;
149;0;0;0;0;0;Psychology - PMJ;0;0;0;0;1;0;0;0;1;0;1;0;8;8;0;0;0;0;1;1;1;3.71;3.6700001;1;;0;0;0;;1;1;Stock broker;;;;;;;;Psychology;;0
150;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;;31;0;0;0;1;1;1;1;3.19;3.6700001;0;;0;0;0;;0;1;Government type of jobs;Financial type;;;;;;;Business management;;0
151;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;0;1;0;3;3;0;1;0;0;1;1;1;3.672;3;0;;0;0;1;;0;1;Teacher;Government;Business;Stock market analyst/advisor;Economist;;;;Accounting;Finance;0
152;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;0;0;4;4;0;1;0;1;1;1;1;3.93;3.6700001;1;;0;0;1;;1;1;Economist;Financial analyst;;;;;;;Business;;0
153;0;0;1;5;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;;;;2;2;0;1;0;1;0;1;1;3.245;3;0;4;0;0;0;;0;0;;;;;;;;;;;
154;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;0;1;0;5;5;1;0;0;0;1;0;1;3.471;4;0;;1;0;0;;0;1;Economist;Business Strategies Analyst;Government;Business economic advisor;Intelligence Agent;;;;Chemistry;Business;0
155;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;0;1;1;0;;31;0;0;0;1;1;1;1;3.803;4;0;;0;0;0;;1;1;Professor;;;;;;;;Finance;Markets & Culture;0
156;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;;;;5;5;0;0;0;0;0;1;1;1.993;0;0;;0;0;0;;0;0;;;;;;;;;;;
157;0;0;0;0;0;NDUCS - Adult;0;0;0;0;0;0;0;0;0;0;1;0;9;9;1;0;0;1;1;0;1;2.727;3;0;;0;0;0;;0;1;Economist;Bank;Fed;Treasurer;Financial Advisor;Real Estate;;;APSM;;0
158;0;0;0;0;0;Music - BA;0;0;0;0;0;1;0;0;0;0;1;0;9;9;0;0;0;1;1;1;1;3.612;3.6700001;1;;0;0;0;;0;1;Economic analyst;Stock Broker;Business management;Entrepreneurship;Business executive;Politician;;;Business Management;Music;0
159;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;0;1;0;2;2;0;1;0;1;1;1;1;3.175;3;0;;0;0;1;;0;1;Econs professor;Economist;;;;;;;EMIS;;0
160;0;0;0;0;0;Biochemistry - BS;1;0;0;0;0;0;0;0;1;0;1;0;;32;1;0;0;1;1;0;1;3.676;4;1;;1;0;0;;0;1;Teaching;Business;Consulting;;;;;;Biochemistry;;0
161;0;0;0;0;0;Advertising - BA;0;0;0;0;0;0;1;0;0;0;1;0;6;6;0;0;0;1;1;1;1;3.412;2.3299999;0;;0;0;0;;0;1;Economist;;;;;;;;Marketing;;0
162;0;1;1;7;1;Economics - BA;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;1;1;1;1;3.746;4;0;4;0;0;0;;1;1;Economist;Economics professor;;;;;;;Business;;0
163;0;0;0;0;0;Biological Sciences - BS;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;1;1;3.875;4;0;;0;0;1;;1;1;Economist;Market Analyst;Finnacial Advisor;Any position in business;;;;;Biochemistry;;0
164;0;1;1;3;0;Public Policy - BA;0;0;0;0;1;0;0;0;0;1;0;0;5;5;0;0;0;0;1;1;1;3.353;3.3299999;0;3.6700001;0;0;0;.7;0;1;Economy analyst;FEO worker;Market analyst;;;;;;Finance;Political Science;0
165;0;1;1;1;0;Financial Consulting - BBA;0;0;1;0;0;0;0;0;1;1;1;0;7;7;0;0;0;0;1;1;1;3.972;4;1;4;0;0;0;.75;1;1;Professor;Journalist;Economist;CEO;;;;;Marketing ;Accounting;0
166;0;0;0;0;0;Computer Science - BA;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;1;1;1;3.373;3;0;;0;0;0;;0;1;Accountant;Stock Broker;Finnacial Assistant;;;;;;Computer Science;;0
167;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;0;1;1;0;6;6;0;0;0;1;1;1;1;3.131;2.6700001;0;;0;0;0;;0;1;The possibilities are endless;;;;;;;;Accounting;;0
168;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;0;0;0;8;8;0;0;0;0;1;1;1;2.75;3;1;;0;0;0;;0;1;Attorney;Consultant;Professor;CFO;Analyst;Business;Stock Broker;;Business;Psychology;0
169;0;0;0;0;0;English - BA;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;3.878;3.6700001;0;;0;0;1;;1;1;Economics Professor;Job at major firm;Investment Banking;Stock Broker;;;;;English;Political Science;0
170;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;1;0;7;7;0;0;0;0;1;1;1;3.64;3.6700001;1;;0;0;0;;0;1;Financial consultant;Financial analyst;;;;;;;Finance;;0
171;1;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;7;7;0;0;0;0;1;1;1;3.378;2;1;3;0;0;0;.8;0;1;Professor/ Teacher;Economist;Politician;Finance/ Business;;;;;Economics;Finance;1
172;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;0;1;0;6;6;0;0;0;1;1;1;1;3.464;3.3299999;0;;0;0;0;;0;1;;;;;;;;;Business;Political Science;0
173;0;0;0;0;0;Educational Studies - BS;0;0;0;0;0;0;0;0;1;0;1;0;3;3;0;1;0;0;1;1;1;3.943;4;0;;0;0;1;;1;1;Professor;Analyst;;;;;;;Business;Education;0
174;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;1;1;1;3.555;3.6700001;0;;0;0;0;;0;1;;;;;;;;;Finance;Undecided;0
175;0;0;0;0;0;4+1 Undergraduate Engineering;1;0;0;0;0;0;0;0;1;1;1;0;5;5;0;0;0;0;1;1;1;3.568;3.3299999;0;;0;0;0;;0;1;Consultant;Managerial position;Politics;;;;;;EMIS;;0
176;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;1;0;6;6;0;0;0;1;1;1;1;3.634;3.3299999;0;;0;0;0;;0;1;Investment banking;Working with Fed;;;;;;;Accounting;;0
177;0;0;0;0;0;Spanish - BA;0;0;0;0;0;0;0;1;1;1;1;0;2;2;0;1;0;1;1;1;1;3.967;4;0;;0;0;1;;1;1;Unsure;;;;;;;;Business;Spanish;0
178;0;0;0;0;0;Accounting - BBA;0;1;0;0;0;0;0;0;1;1;1;1;4;4;0;1;0;1;1;0;1;3.896;3.6700001;1;;0;0;1;;1;1;Economist;Consultant;;;;;;;Accounting;;0
179;0;0;0;0;0;PR and Strategic Comm - BA;0;0;0;0;0;0;1;0;1;1;1;0;6;6;0;0;0;1;1;1;1;3.075;2;0;;0;0;0;;0;1;Professor;Economist;Banking;;;;;;Marketing;Advertising;0
180;0;0;1;1;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;0;1;1;6;6;0;0;0;1;1;1;1;3.37;2.3299999;0;;0;0;0;;0;1;Unsure;;;;;;;;Finance;;0
181;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;0;0;0;5;5;1;0;0;0;1;1;1;2.344;2;0;;0;0;0;;0;1;;;;;;;;;;;0
182;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;1;0;3;3;0;1;0;0;1;1;1;3.927;4;0;;0;0;1;;1;1;Finance;Banking;Business;Economist;Law School;;;;Marketing;;0
183;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;0;;;;1;1;0;1;0;0;0;1;1;3.144;2.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
184;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;1;1;1;0;5;5;0;0;0;0;0;0;1;3.756;3.6700001;0;;0;0;0;;1;1;Analyst;;;;;;;;Management science;Math;0
185;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;0;1;0;2;2;0;1;0;1;0;0;1;3.301;3;0;;0;0;1;;0;1;Political consultant;Politician;;;;;;;Marketing;Advertising;0
186;1;1;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;1;0;0;1;2.115;1.67;0;1.67;0;0;0;.6;0;1;Economist;Consultant;Professor;;;;;;Business;;0
187;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;6;6;0;0;0;1;0;1;1;3.225;2;0;;0;0;0;;0;1;Professor;Economist;Advisor for companies;;;;;;Finance;;0
188;0;1;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;0;0;3;3;0;1;0;0;0;1;1;2.712;3.3299999;0;3;0;0;0;.65;0;1;Stock broker;Banker;Portfolio Management;Business Analyst;;;;;EMIS;Business;0
189;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;0;0;3;3;0;1;0;0;0;1;1;3.968;4;0;;0;0;1;;1;1;Economist;;;;;;;;Finance;;0
190;0;0;0;0;0;PR and Strategic Comm - BA;0;0;0;0;0;0;1;0;1;1;0;0;;30;0;0;0;0;0;0;1;3.177;2.3299999;1;;0;0;0;;0;1;Market Analyst;Teacher;Businesswoman;;;;;;Marketing;Advertising;0
191;0;0;0;0;0;History - BA;0;0;0;0;0;0;0;1;0;0;1;0;;31;0;0;0;1;1;1;1;3.444;3;0;;0;0;0;;0;1;;;;;;;;;Finance;History;0
192;0;0;0;0;0;Fashion Media - BA;0;0;0;0;0;1;0;0;1;0;1;0;4;4;1;1;1;1;0;1;1;3.903;3;1;;1;1;1;;1;1;Government;Professor;High school teacher;Consultant;News Specialist/Analyst;Marketing;Researcher;;Marketing;Fashion Media;0
193;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;0;1;1;0;3;3;0;1;0;0;0;1;1;3.325;3;0;;0;0;0;;0;1;;;;;;;;;Management Science;;0
194;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;;;;5;5;0;0;0;0;0;1;1;3.731;3;0;;0;0;0;;1;0;;;;;;;;;;;
195;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;0;1;0;7;7;0;0;0;0;0;1;1;3.211;2.6700001;1;;0;0;0;;0;1;Government/ federal job;Banking;Consulting;Research;;;;;Finance;Marketing;0
196;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;0;1;1;3.806;4;0;;0;0;0;;1;1;Analyst;Private equity;Professor;;;;;;Finance;Economics;1
197;0;0;0;0;0;Real Estate Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;3;3;0;1;0;0;0;1;1;3.07;2.6700001;0;;0;0;0;;0;1;Business Consultant;Market Analyst;Computer Engineer;Sales Associate;Economist;;;;Finance;Marketing;0
198;0;0;0;0;0;Health and Society - BS;0;0;0;0;1;0;0;0;1;1;0;0;2;2;0;1;0;1;0;1;1;3.127;2.3299999;0;;0;0;1;;0;1;Business;;;;;;;;Finance;History;0
199;1;1;1;5;1;Economics - BA;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;1;0;1;1;3.643;3.6700001;0;3.3299999;0;0;0;.65;0;1;Professor;Novelist;Scientist;;;;;;Finance;Economics;1
200;0;0;0;0;0;Mathematics - BS;1;0;0;0;0;0;0;0;0;;;;1;1;0;1;0;0;0;1;1;3.7;4;0;;0;0;0;;1;0;;;;;;;;;;;
201;0;0;1;4;1;Economics - BA;0;0;0;0;0;0;0;0;0;;;;2;2;0;1;0;1;0;1;1;3.339;3;0;4;0;0;0;.8;0;0;;;;;;;;;;;
202;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;1;1;0;3;3;0;1;0;0;0;1;1;3.353;2;0;;0;0;1;;0;1;Econ professor;Consultant;;;;;;;EMIS;Math;0
203;0;0;1;1;0;Statistical Science - BS;1;0;0;0;0;0;0;0;0;0;1;0;3;3;0;1;0;0;0;1;1;3.346;3.3299999;0;4;0;0;0;.8;0;1;Analytics;TV Analyst;Real Estate;Charity/NonProfit;;;;;Finance;Sports Management;0
204;0;0;1;1;0;Accounting - BBA;0;1;0;0;0;0;0;0;0;;;;2;2;0;1;0;1;0;1;1;3.223;3;0;;0;0;0;;0;0;;;;;;;;;;;
205;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;0;1;1;2;2;0;1;0;1;0;1;1;2.888;2.3299999;0;;0;0;1;;0;1;;;;;;;;;Management;;0
206;0;0;0;0;0;Psychology - BA;0;0;0;0;1;0;0;0;1;1;0;0;8;8;0;0;0;0;0;0;1;3.212;3;1;;0;0;0;;0;1;;;;;;;;;Business;;0
207;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;1;;;;9;9;1;0;0;1;0;0;1;3.278;3.6700001;0;;1;0;0;;0;0;;;;;;;;;;;
208;0;0;0;0;0;Management Science - BS;0;1;0;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;0;1;1;3.627;3;0;;0;0;0;;0;1;Finance;Statistician;Accountant;Real Estate;;;;;EMIS;Pre-Law;0
209;0;0;1;13;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;2.58;2;0;2.6700001;0;0;0;;0;1;Professor;;;;;;;;Business ;Chinese (minor);0
210;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;8;8;0;0;0;0;0;1;1;3.144;3;1;;0;0;0;;0;0;;;;;;;;;;;
211;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;;;;3;3;0;1;0;0;0;1;1;3.666;3.6700001;0;;0;0;1;;0;0;;;;;;;;;;;
212;0;0;0;0;0;Corp Comm & Public Affrs - BA;0;0;0;0;0;0;1;0;1;1;1;0;6;6;0;0;0;1;0;1;1;3.681;3;0;;0;0;0;;0;1;Economist;;;;;;;;Communications;Business marketing;0
213;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;0;0;;31;0;0;0;1;0;1;1;3.006;2.6700001;0;;0;0;0;;0;1;Stock broker;Economic analyst;Banker;;;;;;Finance;;0
214;0;0;0;0;0;Computer Science - BS;1;0;0;0;0;0;0;0;1;;;;9;9;1;0;0;1;0;0;1;3.6;4;0;;1;0;0;;0;0;;;;;;;;;;;
215;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;1;1;0;4;4;0;1;0;1;0;1;1;4;4;1;;0;0;0;;1;1;Investment banking;Consulting;Corporate finance;;;;;;Finance;EMIS;0
216;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;1;1;1;3.393;3.3299999;0;;0;0;1;;0;1;Economist;Analyst;Entrepreneur;Manager of company;CEO ;Investment Banker;;;Business;Human Rights;0
217;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;0;1;0;2;2;0;1;0;1;1;1;1;3.183;3;0;;0;0;0;;0;1;Econs professor;Economist;;;;;;;Finance;Accounting;0
218;1;1;1;11;1;Economics - BS;0;0;0;0;0;0;0;0;1;0;1;1;6;6;0;0;0;1;1;0;1;3.051;3;0;3.3299999;0;0;0;.75;0;1;Work for Fed;Work in non government banks;Manage other people's bank accounts;Stock market;Creating portfolio;Work for government in taxes;Large firm;;Business Finance;Economics;1
219;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;0;2;2;0;1;0;1;1;1;1;3.57;4;0;;0;0;1;;0;1;;;;;;;;;Business;;0
220;0;0;1;1;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;0;;;;8;8;0;0;0;0;0;0;1;2.375;3;1;;0;0;0;;0;0;;;;;;;;;;;
221;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;;;;6;6;0;0;0;1;0;0;1;1.892;0;0;;0;0;0;;0;0;;;;;;;;;;;
222;0;0;1;4;1;Economics - BA;0;0;0;0;0;0;0;0;1;0;0;0;6;6;0;0;0;1;1;1;1;3.6;2.6700001;0;4;0;0;0;;0;1;Economist;;;;;;;;Finance;Computer Science;0
223;0;1;1;1;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;3.422;3.6700001;0;3;0;0;0;.7;0;0;;;;;;;;;;;
224;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;;;;;31;0;0;0;1;0;1;1;2.092;0;0;;0;0;0;;0;0;;;;;;;;;;;
225;0;0;0;0;0;Finance - BBA;0;0;1;0;0;0;0;0;0;;;;9;9;1;0;0;1;0;0;1;3.528;4;0;;0;0;0;;0;0;;;;;;;;;;;
226;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;;;;2;2;0;1;0;1;0;1;1;3.738;3.6700001;0;;0;0;0;;1;0;;;;;;;;;;;
227;0;0;0;0;0;Markets & Culture - PMJ;0;0;0;0;1;0;0;0;1;;;;5;5;0;0;0;0;0;1;1;2.612;2.3299999;0;;0;0;0;;0;0;;;;;;;;;;;
228;1;1;1;11;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;0;1;2.894;3.3299999;0;2;0;0;0;.35;0;0;;;;;;;;;;;
229;1;1;1;12;1;Economics w/ Fina Appl - BS;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;1;0;1;0;1;1;3.3;3;0;2.6700001;0;0;0;.5;0;1;;;;;;;;;Finance;Economics;1
230;0;0;0;0;0;Marketing - BBA;0;0;0;1;0;0;0;0;1;1;1;1;9;9;0;0;0;1;0;1;1;3.762;3;1;;0;0;0;;1;1;Business firm;;;;;;;;Business ;French;0
231;0;0;1;1;0;Political Science - BA;0;0;0;0;1;0;0;0;0;0;1;;9;9;0;0;0;1;1;1;1;3.077;3;1;.67000002;0;0;0;.45;0;1;No idea;;;;;;;;Finance ;Public Policy;0
232;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;;;;3;3;0;1;0;0;0;1;1;3.646;3.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
233;0;0;0;0;0;Business - PMJ;0;1;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;1;1;2.625;2.3299999;0;;0;0;0;;0;1;Accountant;Stock-broker;Salesman;Economic consultant;;;;;Unsure;;0
234;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;1;0;1;0;2;2;0;1;0;1;1;1;1;3.244;2.6700001;0;;0;0;1;;0;1;Economist;;;;;;;;Business;;0
235;0;0;0;0;0;Journalism - BA;0;0;0;0;0;0;0;1;1;1;1;;6;6;1;0;0;1;1;1;1;3.71;3;0;;1;0;0;;1;1;Teaching;Economist;Budget analyst;;;;;;Finance;Journalism;0
236;0;0;0;0;0;Chemistry - BA;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1.449;1;0;;0;0;1;;0;1;Broker;Professor;Consultant/ Financial Advisor;CFO;Politics;;;;Chemistry;;0
237;0;0;0;0;0;Biological Sciences - BS;1;0;0;0;0;0;0;0;0;;;;1;1;0;1;0;0;0;0;1;3.321;3.6700001;0;;0;0;0;;0;0;;;;;;;;;;;
238;0;0;0;0;0;Markets & Culture - BA;0;0;0;0;1;0;0;0;1;0;1;1;6;6;0;0;0;1;1;0;1;2.767;2;0;;0;0;0;;0;1;Banking;Oil & gas;Southwestern airlines;;;;;;Markets and Culture;Health & society;0
239;0;0;0;0;0;General Business - BBA;0;1;0;0;0;0;0;0;0;;;;6;6;0;0;0;1;0;1;1;3.592;2;0;;0;0;0;;0;0;;;;;;;;;;;
240;0;0;0;0;0;Fashion Media - BA;0;0;0;0;0;1;0;0;1;1;0;0;6;6;0;0;0;1;1;1;1;3.777;3;0;;0;0;0;;1;1;Accounting;Working for a company;;;;;;;Marketing;Fashion Media;0
241;0;0;0;0;0;Management - BBA;0;1;0;0;0;0;0;0;0;1;0;0;8;8;0;0;0;0;0;1;1;3.772;3.3299999;1;;0;0;0;;1;1;Professor;;;;;;;;Management;Journalism;0
